Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,binomial,Unique ID,LogMass,Combined Mass (g),Comments: endangerment,Ref for Mass,IUCN status,Total Length,tail length,Ref for Length,comment,comment,trophic,ref for trophic,habitat mode
AF,,extant,Artiodactyla,Bovidae,Tragelaphus,scriptus,Tragelaphus scriptus,AF_extant_Tragelaphus scriptus,4.636,43250.387,,63_ 70,,,,,,,browse/graze,t1,terr
AF,,extant,Artiodactyla,Bovidae,Oreotragus,oreotragus,Oreotragus oreotragus,AF_extant_Oreotragus oreotragus,4.114,12999.9,hunting_ changes in native competitors,63_ 70,LR,,,,,,browse/graze,t1,terr
AF,,extant,Artiodactyla,Bovidae,Raphicerus,campestris,Raphicerus campestris,AF_extant_Raphicerus campestris,4.021,10500.017,,63_ 70,,,,,,,browse/graze,t1,terr
AF,,extant,Artiodactyla,Bovidae,Raphicerus,sharpei,Raphicerus sharpei,AF_extant_Raphicerus sharpei,3.978,9499.921,hunting_ habitat loss,63_ 70,LR,,,,,,browse/graze,t1,terr
AF,,extant,Artiodactyla,Suidae,Phacochoerus,aethiopicus,Phacochoerus aethiopicus,AF_extant_Phacochoerus aethiopicus,4.851,71000.27,,63_ 70,,,,,,,browse/graze/frug,t1,terr
AF,,extant,Carnivora,Felidae,Caracal,caracal,Caracal caracal,AF_extant_Caracal caracal,4.138,13749.915,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Profelis,aurata,Profelis aurata,AF_extant_Profelis aurata,4.027,10650.01,habitat loss_ changes in native prey base,63_ 70,VU,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,angolensis,Genetta angolensis,AF_extant_Genetta angolensis,3.217,1649.985,,65,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Mustelidae,Poecilogale,albinucha,Poecilogale albinucha,AF_extant_Poecilogale albinucha,2.531,340.001,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Acinonyx,jubatus,Acinonyx jubatus,AF_extant_Acinonyx jubatus,4.637,43400,persecution_ habitat loss_ changes in food base,63_ 70_ 266,VU,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Leptailurus,serval,Leptailurus serval,AF_extant_Leptailurus serval,4.079,11999.966,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Felis,chaus,Felis chaus,AF_extant_Felis chaus,3.829,6749.941,,65,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Canidae,Vulpes,rueppelli,Vulpes rueppelli,AF_extant_Vulpes rueppelli,3.512,3249.975,persecution_ invasive predators,65,DD,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,maculata,Genetta maculata,AF_extant_Genetta maculata,3.347,2225,,-999,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Felis,silvestris,Felis silvestris,AF_extant_Felis silvestris,3.667,4649.968,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Felis,margarita,Felis margarita,AF_extant_Felis margarita,3.402,2524.992,habitat loss_ changes in food base,65,NT,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Hyaenidae,Crocuta,crocuta,Crocuta crocuta,AF_extant_Crocuta crocuta,4.799,62999.92,hunting_ persecution_ habitat loss,63_ 70,LR,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,servalina,Genetta servalina,AF_extant_Genetta servalina,3.023,1054.994,habitat loss,63_ 70,EN,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Panthera,pardus,Panthera pardus,AF_extant_Panthera pardus,4.74,54999.659,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Hyaenidae,Hyaena,hyaena,Hyaena hyaena,AF_extant_Hyaena hyaena,4.663,46000.23,hunting_ persecution_ changes in prey base,63_ 70,LR,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Hyaenidae,Parahyaena,brunnea,Parahyaena brunnea,AF_extant_Parahyaena brunnea,4.508,32200.306,persecution,60,LR,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Canidae,Lycaon,pictus,Lycaon pictus,AF_extant_Lycaon pictus,4.343,22050.071,persecution_ habitat loss_ accidental mortality_ parasites/pathogens_ changes in native competitors,60,EN,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Felis,nigripes,Felis nigripes,AF_extant_Felis nigripes,3.114,1299.99,persecution_ changes in food base_ accidental mortality,60,VU,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Canidae,Vulpes,pallida,Vulpes pallida,AF_extant_Vulpes pallida,3.447,2800.013,,65,DD,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,victoriae,Genetta victoriae,AF_extant_Genetta victoriae,3.477,2999.991,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Canidae,Canis,simensis,Canis simensis,AF_extant_Canis simensis,4,10000,hunting_ persecution_ habitat loss_ invasive spp._ restricted range,65,CR,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Herpestidae,Herpestes,ichneumon,Herpestes ichneumon,AF_extant_Herpestes ichneumon,3.455,2849.968,,63_ 70,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Felidae,Panthera,leo,Panthera leo,AF_extant_Panthera leo,5.208,161499.06,persecution,63_ 70,VU,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Herpestidae,Herpestes,naso,Herpestes naso,AF_extant_Herpestes naso,3.477,2999.991,,60,,,,,,,Carn,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,abyssinica,Genetta abyssinica,AF_extant_Genetta abyssinica,3.217,1649.985,habitat loss,65,DD,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Mustelidae,Mustela,nivalis,Mustela nivalis,AF_extant_Mustela nivalis,2.273,187.499,,65,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Canidae,Canis,mesomelas,Canis mesomelas,AF_extant_Canis mesomelas,3.929,8500.021,,63_ 70,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,tigrina,Genetta tigrina,AF_extant_Genetta tigrina,3.347,2225,,63_ 70,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,genetta,Genetta genetta,AF_extant_Genetta genetta,3.301,2000,,63_ 70,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Canidae,Vulpes,vulpes,Vulpes vulpes,AF_extant_Vulpes vulpes,3.778,5999.983,,65,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Canidae,Canis,adustus,Canis adustus,AF_extant_Canis adustus,4.011,10249.909,,63_ 70,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Herpestidae,Galerella,sanguinea,Galerella sanguinea,AF_extant_Galerella sanguinea,2.74,549.997,,63_ 70,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Canidae,Canis,aureus,Canis aureus,AF_extant_Canis aureus,4.041,10999.932,,63_ 70,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Mustelidae,Ictonyx,libyca,Ictonyx libyca,AF_extant_Ictonyx libyca,2.796,625,,65,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Canidae,Vulpes,chama,Vulpes chama,AF_extant_Vulpes chama,3.471,2955.017,,60,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Mustelidae,Mustela,putorius,Mustela putorius,AF_extant_Mustela putorius,3.041,1099.993,,65,,,,,,,carn/ginsect,t1,terr
AF,,extant,Carnivora,Viverridae,Genetta,thierryi,Genetta thierryi,AF_extant_Genetta thierryi,3.146,1400.006,,65,,,,,,,carn/ginsect,t1,terr
AF,,extant,Rodentia,Sciuridae,Funisciurus,carruthersi,Funisciurus carruthersi,AF_extant_Funisciurus carruthersi,2.456,286.003,restricted range,63_ 70,VU,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Dendromus,insignis,Dendromus insignis,AF_extant_Dendromus insignis,1.043,11.051,,www.iiasa.ac.at/~sendzim/MammalDataSets/ African%20Rainfor%20Mamm.xls_ Jake Goheen,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Petromyscus,collinus,Petromyscus collinus,AF_extant_Petromyscus collinus,1.301,20,,56,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Sciuridae,Funisciurus,substriatus,Funisciurus substriatus,AF_extant_Funisciurus substriatus,2.27,185.999,,60,,324,163,263,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Desmodillus,auricularis,Desmodillus auricularis,AF_extant_Desmodillus auricularis,1.727,53.3,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Dendromus,lovati,Dendromus lovati,AF_extant_Dendromus lovati,1.079,12,unknown,60,LR,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Dendromus,mystacalis,Dendromus mystacalis,AF_extant_Dendromus mystacalis,0.887,7.717,,60_ 130,,153,83,130,WT:7.75,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillurus,setzeri,Gerbillurus setzeri,AF_extant_Gerbillurus setzeri,1.583,38.3,,60,,,,,,,frug ,t1,terr
AF,Angola_ Nambiia,extant,Rodentia,Muridae,Petromyscus,shortridgei,Petromyscus shortridgei,AF_extant_Petromyscus shortridgei,1.667,46.5,listed as praomys,162,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Dendromus,mesomelas,Dendromus mesomelas,AF_extant_Dendromus mesomelas,1.046,11.12,,125_ 129_ 260,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Megadendromus,nikolausi,Megadendromus nikolausi,AF_extant_Megadendromus nikolausi,1.716,52,,60,VU,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Sekeetamys,calurus,Sekeetamys calurus,AF_extant_Sekeetamys calurus,1.742,55.25,,64,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Desmodilliscus,braueri,Desmodilliscus braueri,AF_extant_Desmodilliscus braueri,1,10,,56,,97,37,130,,,frug ,t1,terr
AF,,extant,Rodentia,Sciuridae,Paraxerus,poensis,Paraxerus poensis,AF_extant_Paraxerus poensis,2.095,124.5,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Dendromus,nyikae,Dendromus nyikae,AF_extant_Dendromus nyikae,1.176,15,,63_ 70,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Sciuridae,Atlantoxerus,getulus,Atlantoxerus getulus,AF_extant_Atlantoxerus getulus,2.4,250.998,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillurus,vallinus,Gerbillurus vallinus,AF_extant_Gerbillurus vallinus,1.547,35.25,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Hybomys,trivirgatus,Hybomys trivirgatus,AF_extant_Hybomys trivirgatus,1.755,56.9,,60_ 130,,227,101,130,WT:63,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Saccostomus,campestris,Saccostomus campestris,AF_extant_Saccostomus campestris,1.709,51.225,,129_ 135,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Beamys,hindei,Beamys hindei,AF_extant_Beamys hindei,1.88,75.8,unknown,125,VU,,,,,,frug ,t1,terr
AF,Tanzania,extant,Rodentia,Sciuridae,Paraxerus,vexillarius,Paraxerus vexillarius,AF_extant_Paraxerus vexillarius,2.829,675,habitat loss,70,VU,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Hybomys,univittatus,Hybomys univittatus,AF_extant_Hybomys univittatus,1.678,47.6,n=34,135,,223,103,130,,,frug ,t1,terr
AF,NE Angola & SW Zaire,extant,Rodentia,Sciuridae,Funisciurus,bayonii,Funisciurus bayonii,AF_extant_Funisciurus bayonii,2.13,135,,70,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Petromyscus,monticularis,Petromyscus monticularis,AF_extant_Petromyscus monticularis,1.317,20.733,,56_ 129,LR,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Hybomys,planifrons,Hybomys planifrons,AF_extant_Hybomys planifrons,1.695,49.6,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillurus,paeba,Gerbillurus paeba,AF_extant_Gerbillurus paeba,1.367,23.3,,60,,,,,,,frug ,t1,terr
AF,Cameroon,extant,Rodentia,Sciuridae,Paraxerus,cooperi,Paraxerus cooperi,AF_extant_Paraxerus cooperi,2.398,250,unknown,70,VU,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Dendromus,melanotis,Dendromus melanotis,AF_extant_Dendromus melanotis,0.957,9.057,,113_ 129_ 260_ 130,,140,75,130,WT:7,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Saccostomus,mearnsi,Saccostomus mearnsi,AF_extant_Saccostomus mearnsi,1.658,45.5,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Delanymys,brooksi,Delanymys brooksi,AF_extant_Delanymys brooksi,0.699,5,,63_ 70,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Sciuridae,Paraxerus,palliatus,Paraxerus palliatus,AF_extant_Paraxerus palliatus,2.49,309.313,habitat loss,70_ 129,VU,,,,,,frug ,t1,terr
AF,W Morocoos to N Egypt (N Sahara),extant,Rodentia,Muridae,Pachyuromys,duprasi,Pachyuromys duprasi,AF_extant_Pachyuromys duprasi,1.677,47.5,,70,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillurus,tytonis,Gerbillurus tytonis,AF_extant_Gerbillurus tytonis,1.491,31,,60,,,,,,,frug ,t1,terr
AF,,extant,Rodentia,Sciuridae,Funisciurus,leucogenys,Funisciurus leucogenys,AF_extant_Funisciurus leucogenys,2.398,250,,65,,346,152,130,,,frug ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,adersi,Cephalophus adersi,AF_extant_Cephalophus adersi,3.966,9249.963,hunting_ habitat loss,63_ 70,EN,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,russatus,Acomys russatus,AF_extant_Acomys russatus,1.697,49.75,,60_ 128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Steatomys,pratensis,Steatomys pratensis,AF_extant_Steatomys pratensis,1.681,48,,130,,159,46,130,WT:48,,frug/browse ,t1,terr
AF,,extant,Rodentia,Sciuridae,Xerus,erythropus,Xerus erythropus,AF_extant_Xerus erythropus,2.701,502.4,n=47,221,,474,219,130,WT:650,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,bufo,Mus bufo,AF_extant_Mus bufo,0.964,9.2,,135,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,setzeri,Mus setzeri,AF_extant_Mus setzeri,0.823,6.65,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Grammomys,minnae,Grammomys minnae,AF_extant_Grammomys minnae,1.556,36,unknown,60,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,louisae,Acomys louisae,AF_extant_Acomys louisae,1.305,20.2,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Primates,Hominidae,Gorilla,gorilla,Gorilla gorilla,AF_extant_Gorilla gorilla,5.119,131625.515,hunting_ habitat loss,60_ 130,EN,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Taterillus,gracilis,Taterillus gracilis,AF_extant_Taterillus gracilis,1.681,48,,60_ 130,,259,157,130,WT:47,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Taterillus,petteri,Taterillus petteri,AF_extant_Taterillus petteri,1.706,50.8,,214,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Lophiomys,imhausi,Lophiomys imhausi,AF_extant_Lophiomys imhausi,2.878,755.005,,63_ 70,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,perpallidus,Gerbillus perpallidus,AF_extant_Gerbillus perpallidus,1.56,36.3,Added in by KJ and ME,128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Hystricidae,Atherurus,africanus,Atherurus africanus,AF_extant_Atherurus africanus,3.286,1934,n=11,135,,738,204,130,WT:5000,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Grammomys,macmillani,Grammomys macmillani,AF_extant_Grammomys macmillani,1.556,36,,125,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,dasyurus,Gerbillus dasyurus,AF_extant_Gerbillus dasyurus,1.371,23.5,,64,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,spadix,Cephalophus spadix,AF_extant_Cephalophus spadix,4.748,56000.254,hunting_ habitat loss_ restricted range,63_ 70,LR,,,,,,frug/browse ,t1,terr
AF,Egypt_ Libya_ Tunisia_ Algeria,extant,Rodentia,Muridae,Gerbillus,simoni,Gerbillus simoni,AF_extant_Gerbillus simoni,1.241,17.4,,128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,setulosus,Mus setulosus,AF_extant_Mus setulosus,0.973,9.4,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,musculus,Mus musculus,AF_extant_Mus musculus,1.237,17.25,,63_ 70_ 130,,159,83,130,WT:13,,frug/browse ,t1,terr
AF,Egypt & Libya,extant,Rodentia,Muridae,Gerbillus,amoenus,Gerbillus amoenus,AF_extant_Gerbillus amoenus,1.121,13.2,,128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Sciuridae,Funisciurus,congicus,Funisciurus congicus,AF_extant_Funisciurus congicus,2.049,112.001,,60,,,,,,,frug/browse ,t1,terr
AF,Sudan_ Kenya_ Tanzania,extant,Rodentia,Sciuridae,Paraxerus,ochraceus,Paraxerus ochraceus,AF_extant_Paraxerus ochraceus,2.018,104.3,,70_ 125,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,kempi,Acomys kempi,AF_extant_Acomys kempi,1.342,22,,109,,,,,,,frug/browse ,t1,terr
AF,,extant,Primates,Cercopithecidae,Mandrillus,leucophaeus,Mandrillus leucophaeus,AF_extant_Mandrillus leucophaeus,4.176,14999.957,hunting_ habitat loss,65,EN,,,,,,frug/browse ,t1,terr
AF,Sudan_ Ethiopia_ Uganda_ Kenya_ Zaire,extant,Rodentia,Muridae,Taterillus,emini,Taterillus emini,AF_extant_Taterillus emini,1.716,52,,135,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,indutus,Mus indutus,AF_extant_Mus indutus,0.789,6.15,,60,,,,,,,frug/browse ,t1,terr
AF,Zambia_ Malawi_ SC Tanzania_ Kenya to S Sudan,extant,Rodentia,Muridae,Grammomys,ibeanus,Grammomys ibeanus,AF_extant_Grammomys ibeanus,1.615,41.2,,125,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,pusillus,Gerbillus pusillus,AF_extant_Gerbillus pusillus,1.1,12.6,,188,,,,,,,frug/browse ,t1,terr
AF,W Africa_ Senegal w. to C. Niberia,extant,Rodentia,Muridae,Steatomys,caurinus,Steatomys caurinus,AF_extant_Steatomys caurinus,1.651,44.75,,201,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Grammomys,dolichurus,Grammomys dolichurus,AF_extant_Grammomys dolichurus,1.615,41.175,AVERAGE(41.1_ 38.6)_ N=32,135_ 260,,,,,,,frug/browse ,t1,terr
AF,Kenya,extant,Rodentia,Muridae,Gerbillus,harwoodi,Gerbillus harwoodi,AF_extant_Gerbillus harwoodi,1.045,11.1,,jake,average of specimen No.6899_ 6900_ 6901_ 6902_ 6903,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Steatomys,krebsii,Steatomys krebsii,AF_extant_Steatomys krebsii,1.315,20.667,,113_ 129,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Taterillus,pygargus,Taterillus pygargus,AF_extant_Taterillus pygargus,1.78,60.2,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Primates,Cercopithecidae,Papio,hamadryas,Papio hamadryas,AF_extant_Papio hamadryas,4.327,21250.052,hunting_ persecution_ habitat loss,65,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,nigeriae,Gerbillus nigeriae,AF_extant_Gerbillus nigeriae,1.473,29.7,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,nanus,Gerbillus nanus,AF_extant_Gerbillus nanus,1.407,25.5,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Grammomys,rutilans,Grammomys rutilans,AF_extant_Grammomys rutilans,1.716,52,,130,,296,182,130,WT:52,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,silvicultor,Cephalophus silvicultor,AF_extant_Cephalophus silvicultor,4.86,72500.333,hunting_ habitat loss,60,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Meriones,libycus,Meriones libycus,AF_extant_Meriones libycus,1.961,91.333,,60_ 117_ 128,,,,,,,frug/browse ,t1,terr
AF,Kenya,extant,Rodentia,Muridae,Gerbillus,diminutus,Gerbillus diminutus,AF_extant_Gerbillus diminutus,1.239,17.35,,jake,average of specimen No.7310_ 7313,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,musculoides,Mus musculoides,AF_extant_Mus musculoides,0.778,6,Added in by KJ and ME,68,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,harveyi,Cephalophus harveyi,AF_extant_Cephalophus harveyi,4.161,14500.067,hunting_ habitat loss,63_ 70,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,monticola,Cephalophus monticola,AF_extant_Cephalophus monticola,3.796,6250,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,maxwellii,Cephalophus maxwellii,AF_extant_Cephalophus maxwellii,4.079,11999.966,hunting,63_ 70,LR,,,,,,frug/browse ,t1,terr
AF,Tunisia & Libya,extant,Rodentia,Muridae,Gerbillus,latastei,Gerbillus latastei,AF_extant_Gerbillus latastei,1.597,39.55,,205,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Cricetomys,emini,Cricetomys emini,AF_extant_Cricetomys emini,3.114,1299.99,,60,,703,351,130,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,ignitus,Acomys ignitus,AF_extant_Acomys ignitus,1.38,24,,Jake Goheen,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,percivali,Acomys percivali,AF_extant_Acomys percivali,1.342,22,,109,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Malacothrix,typica,Malacothrix typica,AF_extant_Malacothrix typica,1.127,13.4,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrillus sphinx,AF_extant_Mandrillus sphinx,4.261,18249.879,hunting_ habitat loss,60,VU,,,,,,frug/browse ,t1,terr
AF,Kenya_ Tanzania_ Mozambique,extant,Rodentia,Sciuridae,Paraxerus,flavovittis,Paraxerus flavovittis,AF_extant_Paraxerus flavovittis,2.204,160,,70,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Sciuridae,Paraxerus,cepapi,Paraxerus cepapi,AF_extant_Paraxerus cepapi,2.255,180,,70,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,gerbillus,Gerbillus gerbillus,AF_extant_Gerbillus gerbillus,1.399,25.037,,60_ 128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Mus,spretus,Mus spretus,AF_extant_Mus spretus,1.107,12.8,Added in by KJ and ME,68,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,andersoni,Gerbillus andersoni,AF_extant_Gerbillus andersoni,1.429,26.867,,60_ 128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,subspinosus,Acomys subspinosus,AF_extant_Acomys subspinosus,1.322,21,,129_ 135,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,jentinki,Cephalophus jentinki,AF_extant_Cephalophus jentinki,4.845,70000.316,hunting_ habitat loss,65,VU,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,pyramidum,Gerbillus pyramidum,AF_extant_Gerbillus pyramidum,1.665,46.287,,60_ 128_ 217,,,,,,,frug/browse ,t1,terr
AF,Sudan,extant,Rodentia,Muridae,Gerbillus,watersi,Gerbillus watersi,AF_extant_Gerbillus watersi,1.017,10.4,,206,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Meriones,shawi,Meriones shawi,AF_extant_Meriones shawi,1.957,90.6,,128,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Taterillus,arenarius,Taterillus arenarius,AF_extant_Taterillus arenarius,1.672,47,,56,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,natalensis,Cephalophus natalensis,AF_extant_Cephalophus natalensis,4.079,11999.966,hunting_ habitat loss,60,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,wilsoni,Acomys wilsoni,AF_extant_Acomys wilsoni,1.267,18.5,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,niger,Cephalophus niger,AF_extant_Cephalophus niger,4.31,20399.992,hunting,60,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Gerbillus,henleyi,Gerbillus henleyi,AF_extant_Gerbillus henleyi,0.903,8,,60,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Steatomys,parvus,Steatomys parvus,AF_extant_Steatomys parvus,0.947,8.85,,130_ 135,,118,43,130,WT:12.7,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Meriones,crassus,Meriones crassus,AF_extant_Meriones crassus,1.903,79.97,,117_ 128_ 188,,,,,,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Acomys,cahirinus,Acomys cahirinus,AF_extant_Acomys cahirinus,1.587,38.657,,60_ 128_ 130,,187,99,130,WT:27,,frug/browse ,t1,terr
AF,,extant,Rodentia,Muridae,Grammomys,cometes,Grammomys cometes,AF_extant_Grammomys cometes,1.686,48.5,,260_ 109,,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,dorsalis,Cephalophus dorsalis,AF_extant_Cephalophus dorsalis,4.301,20000,hunting_ habitat loss,60,LR,,,,,,frug/browse ,t1,terr
AF,,extant,Artiodactyla,Bovidae,Cephalophus,ogilbyi,Cephalophus ogilbyi,AF_extant_Cephalophus ogilbyi,4.301,20000,hunting_ habitat loss,63_ 70,LR,,,,,,frug/browse ,t1,terr
AF,Zaire,extant,Artiodactyla,Bovidae,Cephalophus,weynsi,Cephalophus weynsi,AF_extant_Cephalophus weynsi,4.23,17000,hunting_ habitat loss,164,LR,,,,,,frug/browse ,same as congeners,terr
